Comp_Name,Job_Title,Location,Skill_Name
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",elastic search
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",mvc
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",angularjs
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",software development
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",computer science
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",information technology (it)
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",jenkins
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",docker
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",codeignitor
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",backend
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",frontend
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",engineering
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",software engineering
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",front-end
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",back-end
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",servers
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",amazon cloud
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",cake php
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",php 5
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",git
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",web development
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",react
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",web services
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",vue
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",js
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",frameworks
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",telecom engineering
Confidential Company,iOS Mobile Developer,"Cairo, Egypt",app store
Confidential Company,iOS Mobile Developer,"Cairo, Egypt",computer
Confidential Company,iOS Mobile Developer,"Cairo, Egypt",computer science
Confidential Company,iOS Mobile Developer,"Cairo, Egypt",ios
Confidential Company,iOS Mobile Developer,"Cairo, Egypt",oop
Confidential Company,iOS Mobile Developer,"Cairo, Egypt",software development
Confidential Company,iOS Mobile Developer,"Cairo, Egypt",swift
Confidential Company,Android Developer,"Cairo, Egypt",android developer
Confidential Company,Android Developer,"Cairo, Egypt",computer science
Confidential Company,Android Developer,"Cairo, Egypt",engineering
Confidential Company,Android Developer,"Cairo, Egypt",information technology (it)
Confidential Company,Android Developer,"Cairo, Egypt",mobile landscape
Confidential Company,Android Developer,"Cairo, Egypt",software development
Confidential Company,Product Owner,"Cairo, Egypt",business
Confidential Company,Product Owner,"Cairo, Egypt",computer science
Confidential Company,Product Owner,"Cairo, Egypt",development
Confidential Company,Product Owner,"Cairo, Egypt",information technology (it)
Confidential Company,Product Owner,"Cairo, Egypt",engineering
Confidential Company,Product Owner,"Cairo, Egypt",marketing
Confidential Company,Product Owner,"Cairo, Egypt",product
Confidential Company,Product Owner,"Cairo, Egypt",product development
Confidential Company,Product Owner,"Cairo, Egypt",product management
Confidential Company,Product Owner,"Cairo, Egypt",prototyping
Confidential Company,Product Owner,"Cairo, Egypt",science
Confidential Company,Product Owner,"Cairo, Egypt",agile
Ejada,UI Developer," 
Cairo, Egypt",css
Ejada,UI Developer," 
Cairo, Egypt",software development
Ejada,UI Developer," 
Cairo, Egypt",ui
Ejada,UI Developer," 
Cairo, Egypt",bootstrap
Ejada,UI Developer," 
Cairo, Egypt",front-end
Ejada,UI Developer," 
Cairo, Egypt",html
Ejada,UI Developer," 
Cairo, Egypt",user interface
Ejada,UI Developer," 
Cairo, Egypt",computer science
Confidential Company,Senior Software Tester,"Cairo, Egypt",mobile applications
Confidential Company,Senior Software Tester,"Cairo, Egypt",software development
Confidential Company,Senior Software Tester,"Cairo, Egypt",testing
Confidential Company,Senior Software Tester,"Cairo, Egypt",engineering
Confidential Company,Senior Software Tester,"Cairo, Egypt",information technology (it)
Confidential Company,Senior Software Tester,"Cairo, Egypt",computer
Confidential Company,Senior Software Tester,"Cairo, Egypt",automation
Confidential Company,Senior Software Tester,"Cairo, Egypt",software engineering
Kick Start Interactive,Quality Control Engineer," 
Dokki, Giza",communication skills
Kick Start Interactive,Quality Control Engineer," 
Dokki, Giza",agile
Kick Start Interactive,Quality Control Engineer," 
Dokki, Giza",jira
Kick Start Interactive,Quality Control Engineer," 
Dokki, Giza",selenium
Kick Start Interactive,Quality Control Engineer," 
Dokki, Giza",cypress
Kick Start Interactive,Quality Control Engineer," 
Dokki, Giza",sql
Ejada,Senior .NET Developer," 
Cairo, Egypt",computer science
Ejada,Senior .NET Developer," 
Cairo, Egypt",.net framework
Ejada,Senior .NET Developer," 
Cairo, Egypt",c#
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",asp.net
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",backend
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",computer science
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",engineering
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",information technology (it)
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",software development
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",sql
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",mvc
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",.net
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",entity framework
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",agile
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",.net framework
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",ms sql server
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",nosql
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",ms sql
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",cloud computing
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",restful apis
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",c sharp
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",asp.net mvc
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",.net development
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",oop
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",aws
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",apis
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",computer science
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",android
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",flutter
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",software development
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",information technology (it)
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",ios
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",design
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",engineering
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",swift
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",android sdk
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",dart programming
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",android development
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",java
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",apis
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",mobile development
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",react native
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",aws
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",azure devops server
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",restful apis
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",kotlin
classera,Magento Developer," 
New Cairo, Cairo",computer science
classera,Magento Developer," 
New Cairo, Cairo",css
classera,Magento Developer," 
New Cairo, Cairo",html
classera,Magento Developer," 
New Cairo, Cairo",information technology (it)
classera,Magento Developer," 
New Cairo, Cairo",javascript
classera,Magento Developer," 
New Cairo, Cairo",magento
classera,Magento Developer," 
New Cairo, Cairo",mysql
classera,Magento Developer," 
New Cairo, Cairo",php
classera,Magento Developer," 
New Cairo, Cairo",seo
classera,Magento Developer," 
New Cairo, Cairo",development
classera,Magento Developer," 
New Cairo, Cairo",ecommerce
classera,Magento Developer," 
New Cairo, Cairo",ui
Confidential Company,Senior Technical Support Engineer,"Cairo, Egypt",computer science
Confidential Company,Senior Technical Support Engineer,"Cairo, Egypt",engineering
Confidential Company,Senior Technical Support Engineer,"Cairo, Egypt",information technology (it)
Confidential Company,Senior Technical Support Engineer,"Cairo, Egypt",technical support engineer
Confidential Company,Senior Technical Support Engineer,"Cairo, Egypt",technical support
Confidential Company,Senior Technical Support Engineer,"Cairo, Egypt",technical
Confidential Company,Senior Technical Support Engineer,"Cairo, Egypt",computer
Confidential Company,Software Engineer,"Cairo, Egypt",computer
Confidential Company,Software Engineer,"Cairo, Egypt",engineering
Confidential Company,Software Engineer,"Cairo, Egypt",sql
Kode Clubs - Hassan Allam Sports Clubs,IT Help Desk Specialist," 
New Cairo, Cairo",help desk
Kode Clubs - Hassan Allam Sports Clubs,IT Help Desk Specialist," 
New Cairo, Cairo",information technology (it)
Kode Clubs - Hassan Allam Sports Clubs,IT Help Desk Specialist," 
New Cairo, Cairo",installation
Kode Clubs - Hassan Allam Sports Clubs,IT Help Desk Specialist," 
New Cairo, Cairo",computer science
Kode Clubs - Hassan Allam Sports Clubs,IT Help Desk Specialist," 
New Cairo, Cairo",network
Kode Clubs - Hassan Allam Sports Clubs,IT Help Desk Specialist," 
New Cairo, Cairo",software installation
Kode Clubs - Hassan Allam Sports Clubs,IT Help Desk Specialist," 
New Cairo, Cairo",ticketing systems
Glamera,Saas Software Sales Executive," 
Nasr City, Cairo",sales
Glamera,Saas Software Sales Executive," 
Nasr City, Cairo",crm
Glamera,Saas Software Sales Executive," 
Nasr City, Cairo",b2b
Glamera,Saas Software Sales Executive," 
Nasr City, Cairo",software
Glamera,Saas Software Sales Executive," 
Nasr City, Cairo",selling
Glamera,Saas Software Sales Executive," 
Nasr City, Cairo",sales target
Glamera,Saas Software Sales Executive," 
Nasr City, Cairo",sales skills
Glamera,Saas Software Sales Executive," 
Nasr City, Cairo",client
Travolic.LLc,Front End Developer - React & Next.js," 
New Cairo, Cairo",api
Travolic.LLc,Front End Developer - React & Next.js," 
New Cairo, Cairo",computer science
Travolic.LLc,Front End Developer - React & Next.js," 
New Cairo, Cairo",css3
Travolic.LLc,Front End Developer - React & Next.js," 
New Cairo, Cairo",front-end
Travolic.LLc,Front End Developer - React & Next.js," 
New Cairo, Cairo",html5
Travolic.LLc,Front End Developer - React & Next.js," 
New Cairo, Cairo",javascript
Travolic.LLc,Front End Developer - React & Next.js," 
New Cairo, Cairo",react
Travolic.LLc,Front End Developer - React & Next.js," 
New Cairo, Cairo",next.js
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",bi developer
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",bi
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",computer science
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",developer
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",information technology (it)
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",microsoft
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",microsoft power bi
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",power
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",power bi
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",power bi developer
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",sql
Confidential Company,SAP ABAP Developer,"Cairo, Egypt",abap
Confidential Company,SAP ABAP Developer,"Cairo, Egypt",computer science
Confidential Company,SAP ABAP Developer,"Cairo, Egypt",information technology (it)
Confidential Company,SAP ABAP Developer,"Cairo, Egypt",sap
Confidential Company,SAP ABAP Developer,"Cairo, Egypt",sap abap
Travolic.LLc,Product/Project Manager," 
New Cairo, Cairo",agile
Travolic.LLc,Product/Project Manager," 
New Cairo, Cairo",market research
Travolic.LLc,Product/Project Manager," 
New Cairo, Cairo",product management
Travolic.LLc,Product/Project Manager," 
New Cairo, Cairo",project management
Travolic.LLc,Product/Project Manager," 
New Cairo, Cairo",english
Travolic.LLc,Product/Project Manager," 
New Cairo, Cairo",business
Travolic.LLc,Product/Project Manager," 
New Cairo, Cairo",computer science
Travolic.LLc,Product/Project Manager," 
New Cairo, Cairo",information technology (it)
Travolic.LLc,Product/Project Manager," 
New Cairo, Cairo",management
Tech 101,PHP Developer," 
Cairo, Egypt",ajax
Tech 101,PHP Developer," 
Cairo, Egypt",apis
Tech 101,PHP Developer," 
Cairo, Egypt",computer science
Tech 101,PHP Developer," 
Cairo, Egypt",css
Tech 101,PHP Developer," 
Cairo, Egypt",development
Tech 101,PHP Developer," 
Cairo, Egypt",html
Tech 101,PHP Developer," 
Cairo, Egypt",information technology (it)
Tech 101,PHP Developer," 
Cairo, Egypt",php
Tech 101,PHP Developer," 
Cairo, Egypt",software
Tech 101,PHP Developer," 
Cairo, Egypt",software development
Tech 101,PHP Developer," 
Cairo, Egypt",javascript
etisal for advanced industries,Purchasing Specialist," 
6th of October, Giza",logistics
etisal for advanced industries,Purchasing Specialist," 
6th of October, Giza",purchasing
etisal for advanced industries,Purchasing Specialist," 
6th of October, Giza",supply chain
etisal for advanced industries,Purchasing Specialist," 
6th of October, Giza",procurement
iNetwork Solutions,System Engineer," 
6th of October, Giza",information technology (it)
iNetwork Solutions,System Engineer," 
6th of October, Giza",microsoft
iNetwork Solutions,System Engineer," 
6th of October, Giza",system
OdooTec,Python Developer," 
New Cairo, Cairo",odoo
OdooTec,Python Developer," 
New Cairo, Cairo",django
OdooTec,Python Developer," 
New Cairo, Cairo",css
OdooTec,Python Developer," 
New Cairo, Cairo",software development
OdooTec,Python Developer," 
New Cairo, Cairo",information technology (it)
OdooTec,Python Developer," 
New Cairo, Cairo",python
OdooTec,Python Developer," 
New Cairo, Cairo",programming
OdooTec,Python Developer," 
New Cairo, Cairo",design
OdooTec,Python Developer," 
New Cairo, Cairo",html
Youxel,Senior Back End Developer," 
Maadi, Cairo",back end
Youxel,Senior Back End Developer," 
Maadi, Cairo",backend development
Youxel,Senior Back End Developer," 
Maadi, Cairo",web development
Youxel,Senior Back End Developer," 
Maadi, Cairo",computer science
Youxel,Senior Back End Developer," 
Maadi, Cairo",information technology (it)
Youxel,Senior Back End Developer," 
Maadi, Cairo",.net
Youxel,Senior Back End Developer," 
Maadi, Cairo",c#
Youxel,Senior Back End Developer," 
Maadi, Cairo",asp.net
Youxel,Senior Back End Developer," 
Maadi, Cairo",mvc
Youxel,Senior Back End Developer," 
Maadi, Cairo",microsoft sql server
Youxel,Senior Back End Developer," 
Maadi, Cairo",ui
Youxel,Senior Back End Developer," 
Maadi, Cairo",api
Youxel,Senior Back End Developer," 
Maadi, Cairo",software development
Youxel,Senior Back End Developer," 
Maadi, Cairo",front end
Youxel,Senior Back End Developer," 
Maadi, Cairo",sql
Youxel,Senior Back End Developer," 
Maadi, Cairo",javascript
Youxel,Senior Back End Developer," 
Maadi, Cairo",software
Youxel,Senior Back End Developer," 
Maadi, Cairo",design
alfanar,IT Help Desk," 
Heliopolis, Cairo",computer science
alfanar,IT Help Desk," 
Heliopolis, Cairo",help desk
alfanar,IT Help Desk," 
Heliopolis, Cairo",software
alfanar,IT Help Desk," 
Heliopolis, Cairo",engineering
alfanar,IT Help Desk," 
Heliopolis, Cairo",troubleshooting
Confidential Company,PHP Web Developer,"Cairo, Egypt",web development
Confidential Company,PHP Web Developer,"Cairo, Egypt",php
Confidential Company,PHP Web Developer,"Cairo, Egypt",software development
Confidential Company,PHP Web Developer,"Cairo, Egypt",computer science
Confidential Company,PHP Web Developer,"Cairo, Egypt",html
Confidential Company,PHP Web Developer,"Cairo, Egypt",css
Confidential Company,PHP Web Developer,"Cairo, Egypt",javascript
Confidential Company,PHP Web Developer,"Cairo, Egypt",ajax
Confidential Company,PHP Web Developer,"Cairo, Egypt",codeigniter
Confidential Company,PHP Web Developer,"Cairo, Egypt",information technology (it)
Confidential Company,PHP Web Developer,"Cairo, Egypt",maintenance
Confidential Company,PHP Web Developer,"Cairo, Egypt",it
Confidential Company,PHP Web Developer,"Cairo, Egypt",phongap
Confidential Company,PHP Web Developer,"Cairo, Egypt",ionic
Confidential Company,PHP Web Developer,"Cairo, Egypt",java
Confidential Company,PHP Web Developer,"Cairo, Egypt",mysql
Confidential Company,PHP Web Developer,"Cairo, Egypt",database
Confidential Company,PHP Web Developer,"Cairo, Egypt",development
Confidential Company,PHP Web Developer,"Cairo, Egypt",web
Confidential Company,PHP Web Developer,"Cairo, Egypt",design
Confidential Company,PHP Web Developer,"Cairo, Egypt",database design
Confidential Company,PHP Web Developer,"Cairo, Egypt",codeigniter framework
Town Team,IT Technical Support Specialist - Tanta," 
Tanta, Gharbia",information technology (it)
Town Team,IT Technical Support Specialist - Tanta," 
Tanta, Gharbia",computer science
Town Team,IT Technical Support Specialist - Tanta," 
Tanta, Gharbia",technical support
Town Team,IT Technical Support Specialist - Tanta," 
Tanta, Gharbia",customer support
Town Team,IT Technical Support Specialist - Tanta," 
Tanta, Gharbia",ccna
Town Team,IT Technical Support Specialist - Tanta," 
Tanta, Gharbia",mcsa
Town Team,IT Technical Support Specialist - Tanta," 
Tanta, Gharbia",installation
Town Team,IT Technical Support Specialist - Tanta," 
Tanta, Gharbia",hardware
Town Team,IT Technical Support Specialist - Tanta," 
Tanta, Gharbia",network
Town Team,IT Technical Support Specialist - Tanta," 
Tanta, Gharbia",computer
Town Team,IT Technical Support Specialist - Tanta," 
Tanta, Gharbia",network administration
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",information technology (it)
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",computer science
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",computer engineering
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",agile
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",erp
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",pmp
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",project management
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",scrum
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",scrum master
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",software development
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",engineering
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",banking
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",technical
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Java Developer," 
Smart Village, Giza",computer science
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Java Developer," 
Smart Village, Giza",java
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Java Developer," 
Smart Village, Giza",information technology (it)
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Java Developer," 
Smart Village, Giza",engineering
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Java Developer," 
Smart Village, Giza",development
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Java Developer," 
Smart Village, Giza",design
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Java Developer," 
Smart Village, Giza",software development
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Java Developer," 
Smart Village, Giza",sql
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Java Developer," 
Smart Village, Giza",software engineering
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Java Developer," 
Smart Village, Giza",computer engineering
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Java Developer," 
Smart Village, Giza",java development
Fawry for Banking Technology and Electronic Payments S.A.E,Testing Team Lead," 
Giza, Egypt",information technology (it)
Fawry for Banking Technology and Electronic Payments S.A.E,Testing Team Lead," 
Giza, Egypt",istqb
Fawry for Banking Technology and Electronic Payments S.A.E,Testing Team Lead," 
Giza, Egypt",testing
Fawry for Banking Technology and Electronic Payments S.A.E,Testing Team Lead," 
Giza, Egypt",quality
Fawry for Banking Technology and Electronic Payments S.A.E,Testing Team Lead," 
Giza, Egypt",banking
Fawry for Banking Technology and Electronic Payments S.A.E,Testing Team Lead," 
Giza, Egypt",payments
Signature Technology DMCC,React Developer," 
Cairo, Egypt",react
Signature Technology DMCC,React Developer," 
Cairo, Egypt",information technology (it)
Signature Technology DMCC,React Developer," 
Cairo, Egypt",software development
Signature Technology DMCC,React Developer," 
Cairo, Egypt",apis
Signature Technology DMCC,React Developer," 
Cairo, Egypt",javascript
Signature Technology DMCC,React Developer," 
Cairo, Egypt",html
Noases,Software Sales," 
Nasr City, Cairo",erp
Noases,Software Sales," 
Nasr City, Cairo",sales
Noases,Software Sales," 
Nasr City, Cairo",sales skills
Noases,Software Sales," 
Nasr City, Cairo",sales target
Noases,Software Sales," 
Nasr City, Cairo",selling skills
Noases,Software Sales," 
Nasr City, Cairo",software
Noases,Software Sales," 
Nasr City, Cairo",business
Noases,Software Sales," 
Nasr City, Cairo",communication
Noases,Software Sales," 
Nasr City, Cairo",selling
Noases,Software Sales," 
Nasr City, Cairo",skills
Noases,Software Sales," 
Nasr City, Cairo",information technology (it)
Noases,Software Sales," 
Nasr City, Cairo",communication skills
Noases,Software Sales," 
Nasr City, Cairo",negotiation
Noases,Telesales Agent," 
Cairo, Egypt",agent
Noases,Telesales Agent," 
Cairo, Egypt",customer service
Noases,Telesales Agent," 
Cairo, Egypt",sales
Noases,Telesales Agent," 
Cairo, Egypt",sales skills
Noases,Telesales Agent," 
Cairo, Egypt",telesales
Noases,Telesales Agent," 
Cairo, Egypt",telesales agent
Tartoussieh Engineering & Trading Co,Technical Support Engineer," 
Alexandria, Egypt",computer science
Tartoussieh Engineering & Trading Co,Technical Support Engineer," 
Alexandria, Egypt",application
Tartoussieh Engineering & Trading Co,Technical Support Engineer," 
Alexandria, Egypt",engineering
Tartoussieh Engineering & Trading Co,Technical Support Engineer," 
Alexandria, Egypt",english
Tartoussieh Engineering & Trading Co,Technical Support Engineer," 
Alexandria, Egypt",information technology (it)
Tartoussieh Engineering & Trading Co,Technical Support Engineer," 
Alexandria, Egypt",ms
Tartoussieh Engineering & Trading Co,Technical Support Engineer," 
Alexandria, Egypt",ms office
Tartoussieh Engineering & Trading Co,Technical Support Engineer," 
Alexandria, Egypt",pc
Tartoussieh Engineering & Trading Co,Technical Support Engineer," 
Alexandria, Egypt",skills
Tartoussieh Engineering & Trading Co,Technical Support Engineer," 
Alexandria, Egypt",technical
Tartoussieh Engineering & Trading Co,Technical Support Engineer," 
Alexandria, Egypt",technical support
Mercury Visual Solutions,IT systems Engineer," 
Cairo, Egypt",networking
Mercury Visual Solutions,IT systems Engineer," 
Cairo, Egypt",computer science
Mercury Visual Solutions,IT systems Engineer," 
Cairo, Egypt",engineering
"The Micro, Small & Medium Enterprise Development Agency",Assistant Computer Systems Administrator," 
Dokki, Giza",information technology (it)
"The Micro, Small & Medium Enterprise Development Agency",Assistant Computer Systems Administrator," 
Dokki, Giza",microsoft office
"The Micro, Small & Medium Enterprise Development Agency",Assistant Computer Systems Administrator," 
Dokki, Giza",software
"The Micro, Small & Medium Enterprise Development Agency",Assistant Computer Systems Administrator," 
Dokki, Giza",system administration
"The Micro, Small & Medium Enterprise Development Agency",Assistant Computer Systems Administrator," 
Dokki, Giza",sql
"The Micro, Small & Medium Enterprise Development Agency",Assistant Computer Systems Administrator," 
Dokki, Giza",troubleshooting
"The Micro, Small & Medium Enterprise Development Agency",Assistant Computer Systems Administrator," 
Dokki, Giza",computer science
"The Micro, Small & Medium Enterprise Development Agency",Assistant Computer Systems Administrator," 
Dokki, Giza",maintenance
"The Micro, Small & Medium Enterprise Development Agency",Assistant Computer Systems Administrator," 
Dokki, Giza",communication skills
"The Micro, Small & Medium Enterprise Development Agency",Assistant Computer Systems Administrator," 
Dokki, Giza",administration
"The Micro, Small & Medium Enterprise Development Agency",Network Engineer," 
Dokki, Giza",computer
"The Micro, Small & Medium Enterprise Development Agency",Network Engineer," 
Dokki, Giza",computer science
"The Micro, Small & Medium Enterprise Development Agency",Network Engineer," 
Dokki, Giza",information technology (it)
"The Micro, Small & Medium Enterprise Development Agency",Network Engineer," 
Dokki, Giza",engineering
"The Micro, Small & Medium Enterprise Development Agency",Network Engineer," 
Dokki, Giza",networking
"The Micro, Small & Medium Enterprise Development Agency",Network Engineer," 
Dokki, Giza",networks
"The Micro, Small & Medium Enterprise Development Agency",Network Engineer," 
Dokki, Giza",software
"The Micro, Small & Medium Enterprise Development Agency",Network Engineer," 
Dokki, Giza",security
"The Micro, Small & Medium Enterprise Development Agency",Network Engineer," 
Dokki, Giza",network
RUSHBRUSH INC,Senior System and Network Administrator," 
Alexandria, Egypt",administration
RUSHBRUSH INC,Senior System and Network Administrator," 
Alexandria, Egypt",computer hardware
RUSHBRUSH INC,Senior System and Network Administrator," 
Alexandria, Egypt",computer science
RUSHBRUSH INC,Senior System and Network Administrator," 
Alexandria, Egypt",engineering
RUSHBRUSH INC,Senior System and Network Administrator," 
Alexandria, Egypt",information technology (it)
RUSHBRUSH INC,Senior System and Network Administrator," 
Alexandria, Egypt",installation
RUSHBRUSH INC,Senior System and Network Administrator," 
Alexandria, Egypt",network
RUSHBRUSH INC,Senior System and Network Administrator," 
Alexandria, Egypt",network administration
RUSHBRUSH INC,Senior System and Network Administrator," 
Alexandria, Egypt",system administration
RUSHBRUSH INC,Senior System and Network Administrator," 
Alexandria, Egypt",english
Confidential Company,Machine Learning Engineer,"Cairo, Egypt",machine learning
Confidential Company,Machine Learning Engineer,"Cairo, Egypt",ai
CrossWorkers,DevOps Engineer," 
New Cairo, Cairo",ci/cd
CrossWorkers,DevOps Engineer," 
New Cairo, Cairo",devops
CrossWorkers,DevOps Engineer," 
New Cairo, Cairo",docker
CrossWorkers,DevOps Engineer," 
New Cairo, Cairo",kubernetes
CrossWorkers,DevOps Engineer," 
New Cairo, Cairo",azure
Charisma Design,Flutter Developer," 
Nasr City, Cairo",android
Charisma Design,Flutter Developer," 
Nasr City, Cairo",computer science
Charisma Design,Flutter Developer," 
Nasr City, Cairo",git
Charisma Design,Flutter Developer," 
Nasr City, Cairo",apis
Charisma Design,Flutter Developer," 
Nasr City, Cairo",agile
Charisma Design,Flutter Developer," 
Nasr City, Cairo",mobile development
Charisma Design,Flutter Developer," 
Nasr City, Cairo",information technology (it)
Charisma Design,Flutter Developer," 
Nasr City, Cairo",ios
Charisma Design,Flutter Developer," 
Nasr City, Cairo",mvc
Charisma Design,Flutter Developer," 
Nasr City, Cairo",software
Charisma Design,Flutter Developer," 
Nasr City, Cairo",software development
Charisma Design,Flutter Developer," 
Nasr City, Cairo",software engineering
waffarha.com,UI UX Designer," 
Downtown, Cairo",css
waffarha.com,UI UX Designer," 
Downtown, Cairo",design
waffarha.com,Tech Lead," 
Downtown, Cairo",api
waffarha.com,Tech Lead," 
Downtown, Cairo",computer science
waffarha.com,Tech Lead," 
Downtown, Cairo",information technology (it)
waffarha.com,Tech Lead," 
Downtown, Cairo",engineering
waffarha.com,Tech Lead," 
Downtown, Cairo",design
