Comp_Name,Title,Location,Job_Type
Amasi,Senior Java Developer," 
Cairo, Egypt",Work From Home
(MSA) October University,Oracle Developer," 
6th of October, Giza",Full Time
Arabian Advanced Systems,Technical Support Engineer," 
New Cairo, Cairo",Full Time
Gamers Lounge,Business Development Manager," 
New Cairo, Cairo",Full Time
Deal,Front End Engineer (Angular/Ionic) High Growth Startup," 
Cairo, Egypt",Full Time
Deal,Front End Engineer (Angular/Ionic) High Growth Startup," 
Cairo, Egypt",Work From Home
SevenCodeApps,senior Full-Stack Developer," 
Nasr City, Cairo",Full Time
SevenCodeApps,senior Full-Stack Developer," 
Nasr City, Cairo",Freelance / Project
SevenCodeApps,sales executive," 
Nasr City, Cairo",Full Time
Ali Alkhajeh Development,Content Creator," 
Cairo, Egypt",Full Time
Confidential Company,Senior Software Testing Engineer,"Cairo, Egypt",Full Time
GET Group- Egypt,Senior Flutter Developer - iOS/Swift Background," 
Heliopolis, Cairo",Full Time
CARITech,Java Developer," 
Smart Village, Giza",Full Time
FlairsTech,Senior SharePoint/O365 Developer," 
Maadi, Cairo",Full Time
Smart Glass Company,IT Specialist," 
Tamya, Fayoum",Full Time
BBI-Consultancy,Odoo Developer," 
Nasr City, Cairo",Full Time
Ultimate Solutions Egypt,Technical Support Engineer," 
6th of October, Giza",Full Time
Kian Alraqmih,Software Marketing Manager," 
Dakahlia, Egypt",Full Time
Kian Alraqmih,Sales Manager (software)," 
Dakahlia, Egypt",Full Time
Al Ahly capital holding - Al Ahly Tamkeen,Technical Support Officer," 
Qena, Qena",Full Time
WUZZUF,Front End Developer," 
Maadi, Cairo",Full Time
IKEN Technology,Senior Software Engineer - .NET," 
Maadi, Cairo",Full Time
WUZZUF,IT Specialist," 
Maadi, Cairo",Full Time
Confidential Company,Software Developer,"Cairo, Egypt",Part Time
Confidential Company,Software Developer,"Cairo, Egypt",Work From Home
WSC,Senior UX Designer," 
Giza, Egypt",Full Time
Confidential Company,Front End Developer,"Cairo, Egypt",Full Time
Ejada,Azure Infrastructure Specialist," 
Cairo, Egypt",Full Time
Ejada,OCI Senior Cloud Architect," 
Cairo, Egypt",Full Time
Confidential Company,Senior App/ Software / Solution Architect,"Cairo, Egypt",Full Time
Confidential Company,DevOps Principal Engineer,"Cairo, Egypt",Full Time
Confidential Company,APP/Software Solution Architect,"Cairo, Egypt",Full Time
Arabic Localizer,Front-End / React & React-Native Developer - Alexandria," 
San Stefano, Alexandria",Full Time
Ofoq Consulting,System Analyst," 
Cairo, Egypt",Full Time
Ofoq Consulting,System Analyst," 
Cairo, Egypt",Work From Home
3D Diagnostix,Senior Front-End Developer (Angular)," 
Maadi, Cairo",Full Time
Kiromarble for marble and granite,It Specialist and System Administrator," 
Sheraton, Cairo",Full Time
Golden Gates,Senior Flutter Developer," 
Giza, Egypt",Full Time
Golden Gates,Senior Flutter Developer," 
Giza, Egypt",Work From Home
YELO,program support," 
Sheraton, Cairo",Full Time
TRIMETIS,Senior Frontend Developer (Vue.JS)," 
Cairo, Egypt",Full Time
TRIMETIS,Senior PHP Developer," 
Cairo, Egypt",Full Time
Dedalus,Java Developer," 
Heliopolis, Cairo",Full Time
Confidential Company,SAP Consultant ( Business One ),"Cairo, Egypt",Full Time
Klik,Junior React Native App Developer," 
Maadi, Cairo",Full Time
Klik,Junior React Native App Developer," 
Maadi, Cairo",Work From Home
Klik,Senior React Native App Developer," 
Maadi, Cairo",Full Time
Klik,Senior React Native App Developer," 
Maadi, Cairo",Work From Home
scandiweb,Senior PPC Specialist," 
Cairo, Egypt",Full Time
scandiweb,Senior PPC Specialist," 
Cairo, Egypt",Work From Home
scandiweb,PPC Specialist," 
Cairo, Egypt",Full Time
scandiweb,PPC Specialist," 
Cairo, Egypt",Work From Home
Mazar construction,Technical Architect," 
New Cairo, Cairo",Full Time
sios,WPF DEVELOPER," 
Cairo, Egypt",Full Time
Yassien & Partners Law Firm,It officer," 
Giza, Egypt",Full Time
softprograms,Senior Software Developer (Ionic + Angular)," 
Nasr City, Cairo",Full Time
softprograms,Software Project Manager," 
Nasr City, Cairo",Full Time
LxT,Senior Testing Automation Engineer," 
Agouza, Giza",Full Time
LxT,Senior Backend Engineer," 
Agouza, Giza",Full Time
Deutschland Technology Limited,Senior IT Specialist," 
Obour City, Cairo",Full Time
Expert Apps,Senior Android Developer," 
Maadi, Cairo",Full Time
Spatium Software,Software Architect," 
Assuit, Assiut",Full Time
Safa International Travel,System Administrator," 
Dokki, Giza",Full Time
Spatium Software,UI/UX Figma designer," 
Assuit, Assiut",Full Time
Spatium Software,Devops Engineer," 
Assuit, Assiut",Full Time
Spatium Software,Software Tester," 
Assuit, Assiut",Full Time
Alkarma Developments,Senior Technical Office Engineer," 
Sheikh Zayed, Giza",Full Time
MCV,IT Technical Support," 
Alsalihiyyah Aljadidah, Sharqia",Full Time
Eg Insurtech,Infrastructure Services Manager," 
Cairo, Egypt",Full Time
Confidential Company,Application Developer,"Cairo, Egypt",Full Time
Furqan Group for Education & IT,Human Resource manager," 
Nasr City, Cairo",Full Time
Furqan Group for Education & IT,Human Resource manager," 
Nasr City, Cairo",Work From Home
Injaz Tech for advanced systems,B2B Sales Specialist," 
Heliopolis, Cairo",Full Time
Confidential Company,senior backend node.js developer,"Cairo, Egypt",Full Time
Crevisoft Corporation,Senior Odoo Developer," 
Maadi, Cairo",Full Time
Sulfah,DevOps Engineer," 
Maadi, Cairo",Full Time
Egypt Bakery Stores,ERP Functional Support (Microsoft Dynamics - Business Central 365)," 
Katameya, Cairo",Full Time
Sarmady,Senior .Net Developer," 
Mohandessin, Giza",Full Time
Sarmady,UX Designer," 
Mohandessin, Giza",Full Time
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Application Support Engineer," 
Smart Village, Giza",Full Time
Crevisoft Corporation,Software Sales," 
Maadi, Cairo",Full Time
Target Integrated Systems,Presales Engineer.," 
Maadi, Cairo",Full Time
Noases,Call Center Manager," 
Nasr City, Cairo",Full Time
Enegix,Senior Native Android App Developer," 
Alexandria, Egypt",Full Time
Bevatel,Software Tester," 
Dokki, Giza",Full Time
Alstom,Cyber Security Architect," 
New Cairo, Cairo",Full Time
Alstom,Automation Testing (Verification & Validation) Engineer," 
New Cairo, Cairo",Full Time
Confidential Company,Fin-Tech Software Engineering Consultant,"Cairo, Egypt",Work From Home
acwme,E-commerce Specialist - Magento 2," 
Downtown, Cairo",Full Time
acwme,E-commerce Specialist - Magento 2," 
Downtown, Cairo",Part Time
acwme,E-commerce Specialist - Magento 2," 
Downtown, Cairo",Work From Home
acwme,Magento Developer," 
Downtown, Cairo",Full Time
acwme,Magento Developer," 
Downtown, Cairo",Part Time
acwme,Magento Developer," 
Downtown, Cairo",Work From Home
RUSHBRUSH INC,Junior React Native Mobile Developer," 
Alexandria, Egypt",Full Time
RUSHBRUSH INC,Junior React Native Mobile Developer," 
Alexandria, Egypt",Work From Home
Fawry for Banking Technology and Electronic Payments S.A.E,System Implementation Engineer," 
Smart Village, Giza",Full Time
Procoor,.NET Developer / React," 
Heliopolis, Cairo",Full Time
Confidential Company,IT Help Desk Engineer,"Cairo, Egypt",Full Time
Global Academic Foundation Hosting University of Hertfordshire UH,Network & Security Engineer / Administrator," 
New Capital, Cairo",Full Time
Global Academic Foundation Hosting University of Hertfordshire UH,IT Help Desk Officer," 
New Capital, Cairo",Full Time
Confidential Company,Software Engineer,"Cairo, Egypt",Full Time
NCR,Genesys Technical Support Consultant (Security Engineer)," 
Giza, Egypt",Full Time
Promech Engineering,Application Developer," 
Maadi, Cairo",Full Time
Cilantro,ICT Helpdesk Administrator," 
Maadi, Cairo",Full Time
Forasna,Corporate Sales Account Manager," 
Maadi, Cairo",Full Time
EEC Group,IT System Admin," 
Belbes, Sharqia",Full Time
Confidential Company,Java Team Leader,"Cairo, Egypt",Full Time
Nile Projects & Trading,Website and Application Developer," 
Alexandria, Egypt",Full Time
Basata,Product Owner," 
Maadi, Cairo",Full Time
InitRes,Full Stack Developer (JavaScript & .NET)," 
Cairo, Egypt",Full Time
InitRes,Full Stack Developer (JavaScript & .NET)," 
Cairo, Egypt",Work From Home
Confidential Company,Contact Center Systems Support Lead,"Cairo, Egypt",Full Time
Perfect Presentation,Senior systems analyst," 
6th of October, Giza",Full Time
GEMS Education,Payroll Supervisor - October City," 
6th of October, Giza",Full Time
Confidential Company,Systems Analyst,"Cairo, Egypt",Full Time
Seoudi Supermarket,Junior Product Manager," 
Sheikh Zayed, Giza",Full Time
Confidential Company,Operations Director FMCG,"Cairo, Egypt",Full Time
Ethos International School,Computing Teacher," 
Sheikh Zayed, Giza",Full Time
Confidential Company,Senior Software Tester - Quality Assurance,"Cairo, Egypt",Full Time
Sulfah,Senior Flutter Developer," 
Maadi, Cairo",Full Time
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",Full Time
Confidential Company,iOS Mobile Developer,"Cairo, Egypt",Full Time
Confidential Company,Product Owner,"Cairo, Egypt",Full Time
Ejada,UI Developer," 
Cairo, Egypt",Full Time
Confidential Company,Senior Software Tester,"Cairo, Egypt",Full Time
Kick Start Interactive,Quality Control Engineer," 
Dokki, Giza",Full Time
Ejada,Senior .NET Developer," 
Cairo, Egypt",Full Time
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",Full Time
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",Full Time
classera,Magento Developer," 
New Cairo, Cairo",Full Time
Confidential Company,Senior Technical Support Engineer,"Cairo, Egypt",Full Time
Kode Clubs - Hassan Allam Sports Clubs,IT Help Desk Specialist," 
New Cairo, Cairo",Full Time
Glamera,Saas Software Sales Executive," 
Nasr City, Cairo",Full Time
Travolic.LLc,Front End Developer - React & Next.js," 
New Cairo, Cairo",Full Time
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",Full Time
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",Part Time
Confidential Company,SAP ABAP Developer,"Cairo, Egypt",Full Time
Travolic.LLc,Product/Project Manager," 
New Cairo, Cairo",Full Time
Tech 101,PHP Developer," 
Cairo, Egypt",Full Time
etisal for advanced industries,Purchasing Specialist," 
6th of October, Giza",Full Time
iNetwork Solutions,System Engineer," 
6th of October, Giza",Full Time
OdooTec,Python Developer," 
New Cairo, Cairo",Full Time
Youxel,Senior Back End Developer," 
Maadi, Cairo",Full Time
alfanar,IT Help Desk," 
Heliopolis, Cairo",Full Time
Confidential Company,PHP Web Developer,"Cairo, Egypt",Full Time
Town Team,IT Technical Support Specialist - Tanta," 
Tanta, Gharbia",Full Time
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",Full Time
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Java Developer," 
Smart Village, Giza",Full Time
Fawry for Banking Technology and Electronic Payments S.A.E,Testing Team Lead," 
Giza, Egypt",Full Time
Signature Technology DMCC,React Developer," 
Cairo, Egypt",Full Time
Noases,Software Sales," 
Nasr City, Cairo",Full Time
Noases,Telesales Agent," 
Cairo, Egypt",Full Time
Tartoussieh Engineering & Trading Co,Technical Support Engineer," 
Alexandria, Egypt",Full Time
Mercury Visual Solutions,IT systems Engineer," 
Cairo, Egypt",Full Time
"The Micro, Small & Medium Enterprise Development Agency",Assistant Computer Systems Administrator," 
Dokki, Giza",Full Time
"The Micro, Small & Medium Enterprise Development Agency",Network Engineer," 
Dokki, Giza",Full Time
RUSHBRUSH INC,Senior System and Network Administrator," 
Alexandria, Egypt",Full Time
Confidential Company,Machine Learning Engineer,"Cairo, Egypt",Full Time
CrossWorkers,DevOps Engineer," 
New Cairo, Cairo",Full Time
Charisma Design,Flutter Developer," 
Nasr City, Cairo",Full Time
waffarha.com,UI UX Designer," 
Downtown, Cairo",Full Time
waffarha.com,Tech Lead," 
Downtown, Cairo",Full Time
waffarha.com,Senior Front End Developer," 
Downtown, Cairo",Full Time
TechAdemics,STEM Instructor/Teacher," 
New Cairo, Cairo",Full Time
waffarha.com,Senior Backend Developer," 
Cairo, Egypt",Full Time
FlairsTech,Senior Microsoft Dynamics F&O Developer," 
Maadi, Cairo",Full Time
Mercury Visual Solutions,Python Network Developer," 
Cairo, Egypt",Full Time
Our Education,Senior PHP Developer (Laravel)," 
Nasr City, Cairo",Full Time
Our Education,Senior Vue Developer," 
Nasr City, Cairo",Full Time
Upwyde,Information Technology Officer," 
New Cairo, Cairo",Full Time
Our Education,Senior Software Tester," 
Nasr City, Cairo",Full Time
Premier Services and Recruitment Overseas,Oracle Apex Developer," 
Maadi, Cairo",Full Time
Premier Services and Recruitment Overseas,Technical Support Supervisor," 
Maadi, Cairo",Full Time
Queen Tech Solutions,Flutter Developer," 
Heliopolis, Cairo",Full Time
Lumin,Product Owner - Software house experience," 
Sheikh Zayed, Giza",Full Time
iNetwork Solutions,Senior sales account manager," 
Giza, Egypt",Full Time
Mazloum Real Estate,Technical Office Engineer," 
Nasr City, Cairo",Full Time
CrossWorkers,Senior Golang Developer," 
New Cairo, Cairo",Full Time
Advanced Solutions,Technical Support Engineer," 
Nasr City, Cairo",Full Time
engineering tracks,Technical support," 
Nasr City, Cairo",Full Time
engineering tracks,Technical support," 
Nasr City, Cairo",Shift Based
Ejada,Test Automation Engineer," 
Cairo, Egypt",Full Time
Ejada,Test Lead," 
Cairo, Egypt",Full Time
Ejada,Senior Software Test Engineer," 
Cairo, Egypt",Full Time
Ejada,Junior Testing Engineer," 
Cairo, Egypt",Full Time
Ejada,Test Manager," 
Heliopolis, Cairo",Full Time
Asass,SAP Business One Consultant," 
Heliopolis, Cairo",Full Time
PSH,Cyber Security Engineer," 
Maadi, Cairo",Full Time
Confidential Company,Web Developer,"Cairo, Egypt",Freelance / Project
Techno Management,Application Support Engineer in New Capital," 
New Capital, Cairo",Full Time
egabi solutions,Sr. DBA Admin," 
Sheraton, Cairo",Full Time
Kick Start Interactive,PHP Developer (Hybrid)," 
Dokki, Giza",Full Time
Confidential Company,System Administrator,"Cairo, Egypt",Full Time
Spatium Software,Mobile Application Developer - Flutter," 
Assuit, Assiut",Full Time
El Khamis Hydraulic Company,Technical Office Engineer," 
Cairo, Egypt",Full Time
Spatium Software,Full Stack developer - .NET Core & Angular," 
Assuit, Assiut",Full Time
Finiex Soft,Front End Developer (Angular) Hybrid," 
Fleming, Alexandria",Full Time
Finiex Soft,Backend Developer (.net) Hybrid," 
Fleming, Alexandria",Full Time
Delivery-tech,Customer Support & Sales Professional (Spanish Speakers)," 
Alexandria, Egypt",Full Time
Delivery-tech,Customer Support & Sales Professional (Spanish Speakers)," 
Alexandria, Egypt",Shift Based
Delivery-tech,Customer Support & Sales Professional (Spanish Speakers)," 
Alexandria, Egypt",Work From Home
Tech 101,Wordpress Developer," 
Cairo, Egypt",Full Time
Orient,Senior IT Specialist," 
Shubra Alkhaymah, Qalubia",Full Time
Confidential Company,IT Service Desk Manager,"Cairo, Egypt",Full Time
eVision,Head of Data & Analytics," 
New Cairo, Cairo",Full Time
Confidential Company,Search Engine Optimization Specialist,"Cairo, Egypt",Full Time
Confidential Company,iOS Developer,"Cairo, Egypt",Full Time
Confidential Company,Backend Developer,"Cairo, Egypt",Full Time
Confidential Company,Angular Front-End Developer,"Cairo, Egypt",Full Time
Confidential Company,Compliance Analyst,"Cairo, Egypt",Full Time
Vzadi.com,Network Support Engineer," 
Giza, Egypt",Full Time
Bright Vision,Mobile Developer (React Native)," 
Giza, Giza",Full Time
Bright Vision,Frontend Developer," 
Giza, Giza",Full Time
Bright Vision,Backend Developer," 
Giza, Giza",Full Time
El Teriak Industrial Group,Senior IT Engineer," 
Cairo, Egypt",Full Time
El Teriak Industrial Group,SAP Business Analyst," 
Cairo, Egypt",Full Time
Nahdet Misr Publishing Group,Service Desk Engineer," 
Mohandessin, Giza",Full Time
Efada Technology,Infrastructure Architect," 
Cairo, Egypt",Full Time
Confidential Company,Sandblasting Coating Supervisor,"Cairo, Egypt",Full Time
Confidential Company,Senior Planning Engineer,"Cairo, Egypt",Full Time
Confidential Company,Information Security Engineer,"Cairo, Egypt",Full Time
iono tech,Software Developer (Middle/Senior) for System Integrator and Microservices," 
Heliopolis, Cairo",Full Time
Khodar.com,Chief Financial Officer (CFO)," 
Obour City, Cairo",Full Time
Confidential Company,Senior Flutter Software Developer,"Cairo, Egypt",Full Time
Confidential Company,Senior Flutter Software Developer,"Cairo, Egypt",Freelance / Project
PSH,Project Lead/ Scrum Master," 
Maadi, Cairo",Full Time
El-Sewedy Electrometer,It Security & Network Engineer," 
6th of October, Giza",Full Time
Zamil Steel Buildings Co,Technical Support Engineer - Giza," 
6th of October, Giza",Full Time
Spark Systems,Talent Acquisition and HR Specialist," 
New Cairo, Cairo",Full Time
Confidential Company,planning Manager,"Cairo, Egypt",Full Time
LINK Development,Senior .Net Developer," 
Maadi, Cairo",Full Time
LoadServ,Laravel Developer," 
Heliopolis, Cairo",Full Time
LINK Development,Senior BI Developer," 
Cairo, Egypt",Full Time
Lumin,Senior .NET Full Stack Developer (.NET Core & Angular)," 
Sheikh Zayed, Giza",Full Time
Samaya Electronics Egypt LTD,Embedded Hardware Engineer," 
Nasr City, Cairo",Full Time
Samaya Electronics Egypt LTD,Embedded Software Engineer," 
Nasr City, Cairo",Full Time
Dimofinf Operations Center,Product Owner," 
Nasr City, Cairo",Full Time
Dimofinf Operations Center,Senior UX/UI Designer," 
Nasr City, Cairo",Full Time
Zawaya,Sheet Metal design Engineer," 
10th of Ramadan City, Sharqia",Full Time
Afaqy,Technical Support Engineer," 
Maadi, Cairo",Full Time
Softec Technologies,Software Application Support Engineer," 
Maadi, Cairo",Full Time
LINK Development,Senior UX Designer," 
Maadi, Cairo",Full Time
Sequel Solutions,Full Stack Developer - Remote," 
Cairo, Egypt",Internship
Pure Group,Full Stack Developer (Django & Angular)," 
Cairo, Egypt",Full Time
Pure Group,Full Stack Developer (Django & Angular)," 
Cairo, Egypt",Work From Home
2oolAmeme,Unity Game Developer," 
Cairo, Egypt",Full Time
Mc Ledger,Senior PHP Developer," 
Dokki, Giza",Full Time
Sierra Engineering & Manufacturing,Accounting Manager," 
Cairo, Egypt",Full Time
Ibn Sina Pharma,Software Support Senior Specialist ," 
New Cairo, Cairo",Full Time
Dubai Egypt Sweden,online Real estate sales representative," 
Cairo, Egypt",Full Time
Rashideen Egypt for Trade,Technical Support Specialist - Tanta," 
Tanta, Gharbia",Full Time
TA telecom,Sales Account Manager," 
Maadi, Cairo",Full Time
Nahdet Misr Publishing Group,Game Developer," 
Mohandessin, Giza",Full Time
Eg Insurtech,Senior Software Engineer," 
Maadi, Cairo",Full Time
Eg Insurtech,Software Technical Team Leader," 
Cairo, Egypt",Full Time
Union Coop,Senior Android Developer (on-site)," 
Dokki, Giza",Full Time
AGG information technology,Flutter developer," 
Nasr City, Cairo",Full Time
Al Ahly Medical Company,Application Support Specialist," 
Giza, Giza",Full Time
Algoriza,Drupal Developer," 
Giza, Egypt",Full Time
Air Arabia,Java Support," 
Mohandessin, Giza",Full Time
Air Arabia,Java Support," 
Mohandessin, Giza",Shift Based
TensorGraph,Software Quality Control Engineer," 
Maadi, Cairo",Full Time
Glamera,Dot Net Developer," 
Nasr City, Cairo",Full Time
Glamera,Dot Net Developer," 
Nasr City, Cairo",Work From Home
Mantrac,IT Help Desk Specialist - 10th of Ramadan," 
10th of Ramadan City, Cairo",Full Time
Sceel.io,Senior BPM Developer," 
Cairo, Egypt",Full Time
Al Amin Technological Systems,Senior Android Developer," 
Heliopolis, Cairo",Full Time
3S Software,Umbraco Web Developer (Part-time)," 
Nasr City, Cairo",Part Time
3S Software,Umbraco Web Developer (Part-time)," 
Nasr City, Cairo",Work From Home
Dataline technology company,Backend Developer," 
Cairo, Egypt",Full Time
Dataline technology company,Backend Developer," 
Cairo, Egypt",Work From Home
Confidential Company,Software Support Engineer,"Cairo, Egypt",Full Time
Dataline technology company,Front End Developer," 
Alexandria, Egypt",Full Time
Dataline technology company,Front End Developer," 
Alexandria, Egypt",Work From Home
Options,Junior Data Analyst," 
Mohandessin, Giza",Full Time
Al Amin Technological Systems,Senior Full Stack Developer (.Net + Angular) Job Details," 
Heliopolis, Cairo",Full Time
Al Amin Technological Systems,Junior Full Stack Developer (.Net + Angular) Job Details," 
Heliopolis, Cairo",Full Time
Bevatel,Business System analyst," 
Dokki, Giza",Full Time
Softxpert Incorporation,Mid Level - Web Developer," 
Alexandria, Egypt",Full Time
Softxpert Incorporation,Senior IOS Developer," 
Alexandria, Egypt",Full Time
Softxpert Incorporation,UI UX Designer," 
Alexandria, Egypt",Full Time
INTERPAC,Executive Assistant to CEO," 
Heliopolis, Cairo",Full Time
Confidential Company,Software Development Director,"Cairo, Egypt",Full Time
Kashier Payment Solutions,Call Center Team Lead," 
Zamalek, Cairo",Full Time
e Aswaaq Misr,Senior Flutter Developer," 
Smart Village, Giza",Full Time
Smartly,Senior Full Stack Developer - Spring Boot," 
Nasr City, Cairo",Full Time
Delivery-tech,Customer Support & Sales Professional (French Speakers)," 
Alexandria, Egypt",Full Time
Delivery-tech,Customer Support & Sales Professional (French Speakers)," 
Alexandria, Egypt",Shift Based
Delivery-tech,Customer Support & Sales Professional (French Speakers)," 
Alexandria, Egypt",Work From Home
Delivery-tech,"Customer Support &Sales Professional ""German Speakers"""," 
Alexandria, Egypt",Full Time
Delivery-tech,"Customer Support &Sales Professional ""German Speakers"""," 
Alexandria, Egypt",Shift Based
Delivery-tech,"Customer Support &Sales Professional ""German Speakers"""," 
Alexandria, Egypt",Work From Home
Delivery-tech,Back-End Developer Remotely," 
Cairo, Egypt",Full Time
Delivery-tech,Back-End Developer Remotely," 
Cairo, Egypt",Work From Home
Mimocodes,Senior Flutter Developer," 
Maadi, Cairo",Full Time
PICO,System Administrator," 
Zamalek, Cairo",Full Time
Mimocodes,Senior React JS Developer," 
Maadi, Cairo",Full Time
PICO,IT Application Support Specialist," 
Zamalek, Cairo",Full Time
Enegix,Full Stack Web Developer," 
Alexandria, Egypt",Full Time
Algoriza,Senior Front End Developer ( React )," 
Giza, Egypt",Full Time
United Group For Engineering And Investment,HSE Engineer," 
New Capital, Cairo",Full Time
Arabian Systems,Front End Team Lead," 
New Cairo, Cairo",Full Time
ERP-Bank,Senior odoo implementer," 
Sidi Gaber, Alexandria",Full Time
"Do Localize, Ltd.",Desktop Publishing / DTP Specialist - (Home-based)," 
6th of October, Giza",Full Time
Mimocodes,Senior Full Stack Web Developer," 
Maadi, Cairo",Full Time
Nile University,Department Coordinator (IT)," 
6th of October, Giza",Full Time
Edentech,Senior Node JS Developer - onsite," 
Heliopolis, Cairo",Full Time
A1Softech,Core banking technical support," 
Cairo, Egypt",Full Time
LINK Development,Android Specialist," 
Maadi, Cairo",Full Time
LINK Development,Android Specialist," 
Maadi, Cairo",Work From Home
LINK Development,Senior Android Developer," 
Maadi, Cairo",Full Time
LINK Development,Senior Android Developer," 
Maadi, Cairo",Work From Home
CompactSoft International,Software Sales Account Manager - ERB SYSTEMS," 
Nasr City, Cairo",Full Time
CompactSoft International,Software Sales Account Manager - ERB SYSTEMS," 
Nasr City, Cairo",Part Time
CompactSoft International,Software Sales Account Manager - ERB SYSTEMS," 
Nasr City, Cairo",Work From Home
CompactSoft International,.Net Web Developer -," 
Nasr City, Cairo",Full Time
CompactSoft International,Software Digital Marketing Manager," 
Nasr City, Cairo",Freelance / Project
Health Insights Group,Junior Implementation Specialist," 
Nasr City, Cairo",Full Time
Advanced Solutions,Senior .NET Developer," 
Nasr City, Cairo",Full Time
New Plan,System Administrator," 
Heliopolis, Cairo",Full Time
ERP-Bank,Odoo ERP Sales Executive," 
Sidi Gaber, Alexandria",Full Time
Zewail City,Junior Backend Developer / Hybrid (Remote/In-Office)," 
6th of October, Giza",Full Time
Premier Services and Recruitment,ERP Administrator," 
Maadi, Cairo",Full Time
Confidential Company,Technical Support Specialist,"Cairo, Egypt",Full Time
Zawaya,Sales Engineer (Sales Account Manager)," 
10th of Ramadan City, Sharqia",Full Time
British University of Egypt,Service Desk Engineer," 
Shorouk City, Cairo",Full Time
British University of Egypt,Infrastructure and security Manager," 
Shorouk City, Cairo",Full Time
British University of Egypt,Senior Network Engineer," 
Shorouk City, Cairo",Full Time
British University of Egypt,System Administrator," 
Shorouk City, Cairo",Full Time
British University of Egypt,Software developer," 
Shorouk City, Cairo",Full Time
Finiex Soft,Front End Developer (Vuejs) Hybrid," 
Fleming, Alexandria",Full Time
Alexandria For Programming,WordPress Content Writing," 
Bolkly, Alexandria",Internship
Roya Developments,"Senior Oracle Applications Developer (EBS, APEX)"," 
Cairo, Egypt",Full Time
Confidential Company,IT Supervisor,"Cairo, Egypt",Full Time
Shifa Egypt,IT Technical Support Specialist," 
New Cairo, Cairo",Full Time
Confidential Company,IT System Administrator,"Cairo, Egypt",Full Time
Silicon21,Software Technical Support," 
Nasr City, Cairo",Full Time
Masria Digital Payment (MDP),Senior Business Analyst," 
New Cairo, Cairo",Full Time
Etisalat Egypt,System Senior Specialist," 
New Cairo, Cairo",Full Time
Confidential Company,Agile Coach,"Cairo, Egypt",Full Time
Edu-Zone,Computer Science Instructor for Kids," 
Cairo, Egypt",Full Time
Edu-Zone,Computer Science Instructor for Kids," 
Cairo, Egypt",Part Time
Confidential Company,Sales Executive,"Cairo, Egypt",Full Time
3D Diagnostix,Odoo Developer," 
Maadi, Cairo",Full Time
Confidential Company,Senior UI UX Designer,"Cairo, Egypt",Full Time
Puzzle,software sales," 
Glim, Alexandria",Full Time
Puzzle,software sales," 
Glim, Alexandria",Part Time
Puzzle,software sales," 
Glim, Alexandria",Work From Home
Confidential Company,Senior Mobile Developer,"Cairo, Egypt",Full Time
Confidential Company,Senior Front End Developer,"Cairo, Egypt",Full Time
Confidential Company,Senior Backend Developer,"Cairo, Egypt",Full Time
Confidential Company,Scrum Master,"Cairo, Egypt",Full Time
Confidential Company,Junior Mobile Developer,"Cairo, Egypt",Full Time
Confidential Company,Junior Front End Developer,"Cairo, Egypt",Full Time
Confidential Company,Junior Backend Developer,"Cairo, Egypt",Full Time
Guestna,Mobile Developer (React Native) - Remote," 
Cairo, Egypt",Full Time
Aman,Business Analyst," 
6th of October, Giza",Full Time
Seoudi Supermarket,IT Help Desk," 
Sheikh Zayed, Giza",Full Time
TRAUXIT,Flutter developer," 
Mansoura, Dakahlia",Full Time
Confidential Company,Senior Integration Engineer,"Cairo, Egypt",Full Time
Kellogg Tolaram Noodles Egypt LLC,IT Specialist," 
6th of October, Giza",Full Time
EGID company,Data Center Account Manager," 
New Cairo, Cairo",Full Time
Johnson Controls,ABAP Consultant," 
Nasr City, Cairo",Full Time
Confidential Company,Senior React JS Developer ( Remotely ),"Cairo, Egypt",Full Time
Confidential Company,Senior React JS Developer ( Remotely ),"Cairo, Egypt",Work From Home
Confidential Company,IT senior,"Cairo, Egypt",Full Time
Khales,Full Stack Developer," 
Giza, Egypt",Full Time
Aman,Product Owner," 
6th of October, Giza",Full Time
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",Full Time
Marketopia,Web Developer," 
New Cairo, Cairo",Full Time
Bevatel,Customer Success Specialist," 
Dokki, Giza",Full Time
Naia Developments,Senior Architect Engineer (interior design)," 
Sheikh Zayed, Giza",Full Time
INDEVCO,IT Help Desk Engineer," 
6th of October, Giza",Full Time
Capleo Globle,Data Modeler," 
Cairo, Egypt",Full Time
Confidential Company,Senior Liferay Developer,"Cairo, Egypt",Full Time
Dynamicslink,technical support software specialist," 
Nasr City, Cairo",Full Time
Target Integrated Systems,Network Engineer.," 
Maadi, Cairo",Full Time
BBI-Consultancy,Data Engineer lead," 
Nasr City, Cairo",Full Time
Confidential Company,Full Stack Developer - PHP,"Cairo, Egypt",Full Time
Confidential Company,Full Stack Developer - PHP,"Cairo, Egypt",Work From Home
