Comp_Name,Job_Title,Location,Category_Name
Arabic Localizer,Front-End / React & React-Native Developer - Alexandria," 
San Stefano, Alexandria",IT/Software Development
Arabic Localizer,Front-End / React & React-Native Developer - Alexandria," 
San Stefano, Alexandria",Engineering - Telecom/Technology
Ofoq Consulting,System Analyst," 
Cairo, Egypt",IT/Software Development
Ofoq Consulting,System Analyst," 
Cairo, Egypt",Analyst/Research
3D Diagnostix,Senior Front-End Developer (Angular)," 
Maadi, Cairo",IT/Software Development
3D Diagnostix,Senior Front-End Developer (Angular)," 
Maadi, Cairo",Engineering - Telecom/Technology
Kiromarble for marble and granite,It Specialist and System Administrator," 
Sheraton, Cairo",Installation/Maintenance/Repair
Kiromarble for marble and granite,It Specialist and System Administrator," 
Sheraton, Cairo",IT/Software Development
Kiromarble for marble and granite,It Specialist and System Administrator," 
Sheraton, Cairo",Engineering - Telecom/Technology
Golden Gates,Senior Flutter Developer," 
Giza, Egypt",IT/Software Development
Golden Gates,Senior Flutter Developer," 
Giza, Egypt",Engineering - Telecom/Technology
YELO,program support," 
Sheraton, Cairo",Customer Service/Support
YELO,program support," 
Sheraton, Cairo",IT/Software Development
YELO,program support," 
Sheraton, Cairo",Engineering - Telecom/Technology
TRIMETIS,Senior Frontend Developer (Vue.JS)," 
Cairo, Egypt",IT/Software Development
TRIMETIS,Senior PHP Developer," 
Cairo, Egypt",IT/Software Development
Dedalus,Java Developer," 
Heliopolis, Cairo",IT/Software Development
Confidential Company,SAP Consultant ( Business One ),"Cairo, Egypt",IT/Software Development
Confidential Company,SAP Consultant ( Business One ),"Cairo, Egypt",Engineering - Telecom/Technology
Klik,Junior React Native App Developer," 
Maadi, Cairo",IT/Software Development
Klik,Senior React Native App Developer," 
Maadi, Cairo",IT/Software Development
scandiweb,Senior PPC Specialist," 
Cairo, Egypt",IT/Software Development
scandiweb,Senior PPC Specialist," 
Cairo, Egypt",Marketing/PR/Advertising
scandiweb,PPC Specialist," 
Cairo, Egypt",IT/Software Development
scandiweb,PPC Specialist," 
Cairo, Egypt",Marketing/PR/Advertising
Mazar construction,Technical Architect," 
New Cairo, Cairo",Engineering - Construction/Civil/Architecture
sios,WPF DEVELOPER," 
Cairo, Egypt",IT/Software Development
Yassien & Partners Law Firm,It officer," 
Giza, Egypt",IT/Software Development
softprograms,Senior Software Developer (Ionic + Angular)," 
Nasr City, Cairo",IT/Software Development
softprograms,Software Project Manager," 
Nasr City, Cairo",IT/Software Development
softprograms,Software Project Manager," 
Nasr City, Cairo",Project/Program Management
LxT,Senior Testing Automation Engineer," 
Agouza, Giza",IT/Software Development
LxT,Senior Backend Engineer," 
Agouza, Giza",IT/Software Development
Deutschland Technology Limited,Senior IT Specialist," 
Obour City, Cairo",IT/Software Development
Deutschland Technology Limited,Senior IT Specialist," 
Obour City, Cairo",Engineering - Telecom/Technology
Expert Apps,Senior Android Developer," 
Maadi, Cairo",IT/Software Development
Expert Apps,Senior Android Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
Spatium Software,Software Architect," 
Assuit, Assiut",IT/Software Development
Spatium Software,Software Architect," 
Assuit, Assiut",Engineering - Telecom/Technology
Safa International Travel,System Administrator," 
Dokki, Giza",Installation/Maintenance/Repair
Safa International Travel,System Administrator," 
Dokki, Giza",IT/Software Development
Safa International Travel,System Administrator," 
Dokki, Giza",Engineering - Telecom/Technology
Spatium Software,UI/UX Figma designer," 
Assuit, Assiut",Creative/Design/Art
Spatium Software,UI/UX Figma designer," 
Assuit, Assiut",IT/Software Development
Spatium Software,UI/UX Figma designer," 
Assuit, Assiut",Engineering - Telecom/Technology
Spatium Software,Devops Engineer," 
Assuit, Assiut",IT/Software Development
Spatium Software,Devops Engineer," 
Assuit, Assiut",Engineering - Telecom/Technology
Spatium Software,Software Tester," 
Assuit, Assiut",IT/Software Development
Spatium Software,Software Tester," 
Assuit, Assiut",Quality
Spatium Software,Software Tester," 
Assuit, Assiut",Engineering - Telecom/Technology
Alkarma Developments,Senior Technical Office Engineer," 
Sheikh Zayed, Giza",Engineering - Construction/Civil/Architecture
MCV,IT Technical Support," 
Alsalihiyyah Aljadidah, Sharqia",IT/Software Development
Eg Insurtech,Infrastructure Services Manager," 
Cairo, Egypt",IT/Software Development
Confidential Company,Application Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Application Developer,"Cairo, Egypt",Engineering - Telecom/Technology
Furqan Group for Education & IT,Human Resource manager," 
Nasr City, Cairo",Administration
Furqan Group for Education & IT,Human Resource manager," 
Nasr City, Cairo",Human Resources
Injaz Tech for advanced systems,B2B Sales Specialist," 
Heliopolis, Cairo",Engineering - Construction/Civil/Architecture
Injaz Tech for advanced systems,B2B Sales Specialist," 
Heliopolis, Cairo",IT/Software Development
Injaz Tech for advanced systems,B2B Sales Specialist," 
Heliopolis, Cairo",Sales/Retail
Confidential Company,senior backend node.js developer,"Cairo, Egypt",IT/Software Development
Crevisoft Corporation,Senior Odoo Developer," 
Maadi, Cairo",Business Development
Crevisoft Corporation,Senior Odoo Developer," 
Maadi, Cairo",IT/Software Development
Crevisoft Corporation,Senior Odoo Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
Sulfah,DevOps Engineer," 
Maadi, Cairo",IT/Software Development
Sulfah,DevOps Engineer," 
Maadi, Cairo",Engineering - Telecom/Technology
Egypt Bakery Stores,ERP Functional Support (Microsoft Dynamics - Business Central 365)," 
Katameya, Cairo",IT/Software Development
Egypt Bakery Stores,ERP Functional Support (Microsoft Dynamics - Business Central 365)," 
Katameya, Cairo",Engineering - Telecom/Technology
Sarmady,Senior .Net Developer," 
Mohandessin, Giza",IT/Software Development
Sarmady,Senior .Net Developer," 
Mohandessin, Giza",Engineering - Telecom/Technology
Sarmady,UX Designer," 
Mohandessin, Giza",Creative/Design/Art
Sarmady,UX Designer," 
Mohandessin, Giza",IT/Software Development
Sarmady,UX Designer," 
Mohandessin, Giza",Engineering - Telecom/Technology
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Application Support Engineer," 
Smart Village, Giza",Installation/Maintenance/Repair
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Application Support Engineer," 
Smart Village, Giza",IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Application Support Engineer," 
Smart Village, Giza",Engineering - Telecom/Technology
Crevisoft Corporation,Software Sales," 
Maadi, Cairo",IT/Software Development
Crevisoft Corporation,Software Sales," 
Maadi, Cairo",Sales/Retail
Crevisoft Corporation,Software Sales," 
Maadi, Cairo",Engineering - Telecom/Technology
Target Integrated Systems,Presales Engineer.," 
Maadi, Cairo",IT/Software Development
Target Integrated Systems,Presales Engineer.," 
Maadi, Cairo",Sales/Retail
Target Integrated Systems,Presales Engineer.," 
Maadi, Cairo",Engineering - Telecom/Technology
Noases,Call Center Manager," 
Nasr City, Cairo",IT/Software Development
Noases,Call Center Manager," 
Nasr City, Cairo",Sales/Retail
Enegix,Senior Native Android App Developer," 
Alexandria, Egypt",IT/Software Development
Enegix,Senior Native Android App Developer," 
Alexandria, Egypt",Engineering - Telecom/Technology
Bevatel,Software Tester," 
Dokki, Giza",IT/Software Development
Bevatel,Software Tester," 
Dokki, Giza",Engineering - Telecom/Technology
Alstom,Cyber Security Architect," 
New Cairo, Cairo",IT/Software Development
Alstom,Cyber Security Architect," 
New Cairo, Cairo",Engineering - Telecom/Technology
Alstom,Automation Testing (Verification & Validation) Engineer," 
New Cairo, Cairo",IT/Software Development
Alstom,Automation Testing (Verification & Validation) Engineer," 
New Cairo, Cairo",Engineering - Telecom/Technology
Alstom,Automation Testing (Verification & Validation) Engineer," 
New Cairo, Cairo",Engineering - Mechanical/Electrical
Confidential Company,Fin-Tech Software Engineering Consultant,"Cairo, Egypt",IT/Software Development
Confidential Company,Fin-Tech Software Engineering Consultant,"Cairo, Egypt",Engineering - Telecom/Technology
acwme,E-commerce Specialist - Magento 2," 
Downtown, Cairo",Administration
acwme,E-commerce Specialist - Magento 2," 
Downtown, Cairo",Marketing/PR/Advertising
acwme,E-commerce Specialist - Magento 2," 
Downtown, Cairo",Sales/Retail
acwme,Magento Developer," 
Downtown, Cairo",Installation/Maintenance/Repair
acwme,Magento Developer," 
Downtown, Cairo",IT/Software Development
acwme,Magento Developer," 
Downtown, Cairo",Engineering - Telecom/Technology
RUSHBRUSH INC,Junior React Native Mobile Developer," 
Alexandria, Egypt",IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,System Implementation Engineer," 
Smart Village, Giza",IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,System Implementation Engineer," 
Smart Village, Giza",Engineering - Telecom/Technology
Procoor,.NET Developer / React," 
Heliopolis, Cairo",IT/Software Development
Procoor,.NET Developer / React," 
Heliopolis, Cairo",Engineering - Telecom/Technology
Confidential Company,IT Help Desk Engineer,"Cairo, Egypt",IT/Software Development
Confidential Company,IT Help Desk Engineer,"Cairo, Egypt",Engineering - Telecom/Technology
Global Academic Foundation Hosting University of Hertfordshire UH,Network & Security Engineer / Administrator," 
New Capital, Cairo",IT/Software Development
Global Academic Foundation Hosting University of Hertfordshire UH,Network & Security Engineer / Administrator," 
New Capital, Cairo",Engineering - Telecom/Technology
Global Academic Foundation Hosting University of Hertfordshire UH,IT Help Desk Officer," 
New Capital, Cairo",Installation/Maintenance/Repair
Global Academic Foundation Hosting University of Hertfordshire UH,IT Help Desk Officer," 
New Capital, Cairo",IT/Software Development
Confidential Company,Software Engineer,"Cairo, Egypt",IT/Software Development
NCR,Genesys Technical Support Consultant (Security Engineer)," 
Giza, Egypt",IT/Software Development
Promech Engineering,Application Developer," 
Maadi, Cairo",IT/Software Development
Promech Engineering,Application Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
Cilantro,ICT Helpdesk Administrator," 
Maadi, Cairo",IT/Software Development
Forasna,Corporate Sales Account Manager," 
Maadi, Cairo",IT/Software Development
Forasna,Corporate Sales Account Manager," 
Maadi, Cairo",Sales/Retail
EEC Group,IT System Admin," 
Belbes, Sharqia",IT/Software Development
Confidential Company,IT Help Desk Specialist,"Cairo, Egypt",Installation/Maintenance/Repair
Confidential Company,IT Help Desk Specialist,"Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,Java Team Leader,"Cairo, Egypt",IT/Software Development
Confidential Company,Java Team Leader,"Cairo, Egypt",Engineering - Telecom/Technology
Nile Projects & Trading,Website and Application Developer," 
Alexandria, Egypt",IT/Software Development
Nile Projects & Trading,Website and Application Developer," 
Alexandria, Egypt",Engineering - Telecom/Technology
Basata,Product Owner," 
Maadi, Cairo",IT/Software Development
InitRes,Full Stack Developer (JavaScript & .NET)," 
Cairo, Egypt",IT/Software Development
Confidential Company,Contact Center Systems Support Lead,"Cairo, Egypt",Customer Service/Support
Confidential Company,Contact Center Systems Support Lead,"Cairo, Egypt",IT/Software Development
Perfect Presentation,Senior systems analyst," 
6th of October, Giza",IT/Software Development
GEMS Education,Payroll Supervisor - October City," 
6th of October, Giza",Human Resources
GEMS Education,Payroll Supervisor - October City," 
6th of October, Giza",Operations/Management
Confidential Company,Systems Analyst,"Cairo, Egypt",IT/Software Development
Confidential Company,Systems Analyst,"Cairo, Egypt",Analyst/Research
Confidential Company,Systems Analyst,"Cairo, Egypt",Engineering - Telecom/Technology
Seoudi Supermarket,Junior Product Manager," 
Sheikh Zayed, Giza",IT/Software Development
Confidential Company,Operations Director FMCG,"Cairo, Egypt",Operations/Management
Ethos International School,Computing Teacher," 
Sheikh Zayed, Giza",IT/Software Development
Ethos International School,Computing Teacher," 
Sheikh Zayed, Giza",Engineering - Telecom/Technology
Ethos International School,Computing Teacher," 
Sheikh Zayed, Giza",Education/Teaching
Confidential Company,Senior Software Tester - Quality Assurance,"Cairo, Egypt",IT/Software Development
Confidential Company,Senior Software Tester - Quality Assurance,"Cairo, Egypt",Quality
Confidential Company,Senior Software Tester - Quality Assurance,"Cairo, Egypt",Engineering - Telecom/Technology
Sulfah,Senior Flutter Developer," 
Maadi, Cairo",IT/Software Development
Sulfah,Senior Flutter Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",IT/Software Development
Confidential Company,Backend Team lead - PHP,"Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,iOS Mobile Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,iOS Mobile Developer,"Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,Product Owner,"Cairo, Egypt",IT/Software Development
Confidential Company,Product Owner,"Cairo, Egypt",Project/Program Management
Confidential Company,Product Owner,"Cairo, Egypt",Engineering - Telecom/Technology
Ejada,UI Developer," 
Cairo, Egypt",IT/Software Development
Confidential Company,Senior Software Tester,"Cairo, Egypt",IT/Software Development
Confidential Company,Senior Software Tester,"Cairo, Egypt",Quality
Confidential Company,Senior Software Tester,"Cairo, Egypt",Engineering - Telecom/Technology
Kick Start Interactive,Quality Control Engineer," 
Dokki, Giza",IT/Software Development
Ejada,Senior .NET Developer," 
Cairo, Egypt",IT/Software Development
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Senior .Net Backend Developer,"Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Senior Flutter Mobile Developer,"Cairo, Egypt",Engineering - Telecom/Technology
classera,Magento Developer," 
New Cairo, Cairo",IT/Software Development
classera,Magento Developer," 
New Cairo, Cairo",Engineering - Telecom/Technology
Confidential Company,Senior Technical Support Engineer,"Cairo, Egypt",IT/Software Development
Confidential Company,Senior Technical Support Engineer,"Cairo, Egypt",Engineering - Telecom/Technology
Kode Clubs - Hassan Allam Sports Clubs,IT Help Desk Specialist," 
New Cairo, Cairo",Installation/Maintenance/Repair
Kode Clubs - Hassan Allam Sports Clubs,IT Help Desk Specialist," 
New Cairo, Cairo",IT/Software Development
Kode Clubs - Hassan Allam Sports Clubs,IT Help Desk Specialist," 
New Cairo, Cairo",Engineering - Telecom/Technology
Glamera,Saas Software Sales Executive," 
Nasr City, Cairo",IT/Software Development
Travolic.LLc,Front End Developer - React & Next.js," 
New Cairo, Cairo",Creative/Design/Art
Travolic.LLc,Front End Developer - React & Next.js," 
New Cairo, Cairo",IT/Software Development
Travolic.LLc,Front End Developer - React & Next.js," 
New Cairo, Cairo",Engineering - Telecom/Technology
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",Installation/Maintenance/Repair
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Microsoft Power BI Developer,"Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,SAP ABAP Developer,"Cairo, Egypt",Accounting/Finance
Confidential Company,SAP ABAP Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,SAP ABAP Developer,"Cairo, Egypt",Engineering - Telecom/Technology
Travolic.LLc,Product/Project Manager," 
New Cairo, Cairo",IT/Software Development
Travolic.LLc,Product/Project Manager," 
New Cairo, Cairo",Project/Program Management
Tech 101,PHP Developer," 
Cairo, Egypt",IT/Software Development
etisal for advanced industries,Purchasing Specialist," 
6th of October, Giza",Logistics/Supply Chain
etisal for advanced industries,Purchasing Specialist," 
6th of October, Giza",Purchasing/Procurement
iNetwork Solutions,System Engineer," 
6th of October, Giza",IT/Software Development
OdooTec,Python Developer," 
New Cairo, Cairo",Installation/Maintenance/Repair
OdooTec,Python Developer," 
New Cairo, Cairo",IT/Software Development
OdooTec,Python Developer," 
New Cairo, Cairo",Engineering - Telecom/Technology
Youxel,Senior Back End Developer," 
Maadi, Cairo",IT/Software Development
Youxel,Senior Back End Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
alfanar,IT Help Desk," 
Heliopolis, Cairo",IT/Software Development
Confidential Company,PHP Web Developer,"Cairo, Egypt",Installation/Maintenance/Repair
Confidential Company,PHP Web Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,PHP Web Developer,"Cairo, Egypt",Engineering - Telecom/Technology
Town Team,IT Technical Support Specialist - Tanta," 
Tanta, Gharbia",Installation/Maintenance/Repair
Town Team,IT Technical Support Specialist - Tanta," 
Tanta, Gharbia",IT/Software Development
Town Team,IT Technical Support Specialist - Tanta," 
Tanta, Gharbia",Engineering - Telecom/Technology
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",Project/Program Management
Fawry for Banking Technology and Electronic Payments S.A.E,Scrum Master," 
6th of October, Giza",Engineering - Telecom/Technology
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Java Developer," 
Smart Village, Giza",IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,Senior Java Developer," 
Smart Village, Giza",Engineering - Telecom/Technology
Fawry for Banking Technology and Electronic Payments S.A.E,Testing Team Lead," 
Giza, Egypt",IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,Testing Team Lead," 
Giza, Egypt",Quality
Fawry for Banking Technology and Electronic Payments S.A.E,Testing Team Lead," 
Giza, Egypt",Engineering - Telecom/Technology
Signature Technology DMCC,React Developer," 
Cairo, Egypt",IT/Software Development
Noases,Software Sales," 
Nasr City, Cairo",IT/Software Development
Noases,Telesales Agent," 
Cairo, Egypt",IT/Software Development
Tartoussieh Engineering & Trading Co,Technical Support Engineer," 
Alexandria, Egypt",Engineering - Mechanical/Electrical
Tartoussieh Engineering & Trading Co,Technical Support Engineer," 
Alexandria, Egypt",Engineering - Other
Mercury Visual Solutions,IT systems Engineer," 
Cairo, Egypt",IT/Software Development
Mercury Visual Solutions,IT systems Engineer," 
Cairo, Egypt",Engineering - Telecom/Technology
"The Micro, Small & Medium Enterprise Development Agency",Assistant Computer Systems Administrator," 
Dokki, Giza",IT/Software Development
"The Micro, Small & Medium Enterprise Development Agency",Assistant Computer Systems Administrator," 
Dokki, Giza",Engineering - Telecom/Technology
"The Micro, Small & Medium Enterprise Development Agency",Network Engineer," 
Dokki, Giza",IT/Software Development
"The Micro, Small & Medium Enterprise Development Agency",Network Engineer," 
Dokki, Giza",Engineering - Telecom/Technology
RUSHBRUSH INC,Senior System and Network Administrator," 
Alexandria, Egypt",Installation/Maintenance/Repair
RUSHBRUSH INC,Senior System and Network Administrator," 
Alexandria, Egypt",IT/Software Development
RUSHBRUSH INC,Senior System and Network Administrator," 
Alexandria, Egypt",Engineering - Telecom/Technology
Confidential Company,Machine Learning Engineer,"Cairo, Egypt",IT/Software Development
CrossWorkers,DevOps Engineer," 
New Cairo, Cairo",IT/Software Development
Charisma Design,Flutter Developer," 
Nasr City, Cairo",Creative/Design/Art
Charisma Design,Flutter Developer," 
Nasr City, Cairo",IT/Software Development
Charisma Design,Flutter Developer," 
Nasr City, Cairo",Engineering - Telecom/Technology
waffarha.com,UI UX Designer," 
Downtown, Cairo",IT/Software Development
waffarha.com,Tech Lead," 
Downtown, Cairo",IT/Software Development
waffarha.com,Senior Front End Developer," 
Downtown, Cairo",IT/Software Development
TechAdemics,STEM Instructor/Teacher," 
New Cairo, Cairo",IT/Software Development
TechAdemics,STEM Instructor/Teacher," 
New Cairo, Cairo",Engineering - Telecom/Technology
TechAdemics,STEM Instructor/Teacher," 
New Cairo, Cairo",Education/Teaching
waffarha.com,Senior Backend Developer," 
Cairo, Egypt",IT/Software Development
FlairsTech,Senior Microsoft Dynamics F&O Developer," 
Maadi, Cairo",IT/Software Development
Mercury Visual Solutions,Python Network Developer," 
Cairo, Egypt",IT/Software Development
Our Education,Senior PHP Developer (Laravel)," 
Nasr City, Cairo",IT/Software Development
Our Education,Senior PHP Developer (Laravel)," 
Nasr City, Cairo",Engineering - Telecom/Technology
Our Education,Senior Vue Developer," 
Nasr City, Cairo",IT/Software Development
Our Education,Senior Vue Developer," 
Nasr City, Cairo",Engineering - Telecom/Technology
Upwyde,Information Technology Officer," 
New Cairo, Cairo",Installation/Maintenance/Repair
Upwyde,Information Technology Officer," 
New Cairo, Cairo",IT/Software Development
Upwyde,Information Technology Officer," 
New Cairo, Cairo",Engineering - Telecom/Technology
Our Education,Senior Software Tester," 
Nasr City, Cairo",IT/Software Development
Our Education,Senior Software Tester," 
Nasr City, Cairo",Quality
Our Education,Senior Software Tester," 
Nasr City, Cairo",Engineering - Telecom/Technology
Premier Services and Recruitment Overseas,Oracle Apex Developer," 
Maadi, Cairo",IT/Software Development
Premier Services and Recruitment Overseas,Technical Support Supervisor," 
Maadi, Cairo",IT/Software Development
Queen Tech Solutions,Flutter Developer," 
Heliopolis, Cairo",IT/Software Development
Queen Tech Solutions,Flutter Developer," 
Heliopolis, Cairo",Engineering - Telecom/Technology
Lumin,Product Owner - Software house experience," 
Sheikh Zayed, Giza",IT/Software Development
Lumin,Product Owner - Software house experience," 
Sheikh Zayed, Giza",Project/Program Management
Lumin,Product Owner - Software house experience," 
Sheikh Zayed, Giza",Engineering - Telecom/Technology
iNetwork Solutions,Senior sales account manager," 
Giza, Egypt",IT/Software Development
iNetwork Solutions,Senior sales account manager," 
Giza, Egypt",Sales/Retail
Mazloum Real Estate,Technical Office Engineer," 
Nasr City, Cairo",Engineering - Construction/Civil/Architecture
CrossWorkers,Senior Golang Developer," 
New Cairo, Cairo",IT/Software Development
Advanced Solutions,Technical Support Engineer," 
Nasr City, Cairo",IT/Software Development
engineering tracks,Technical support," 
Nasr City, Cairo",Customer Service/Support
engineering tracks,Technical support," 
Nasr City, Cairo",IT/Software Development
Ejada,Test Automation Engineer," 
Cairo, Egypt",IT/Software Development
Ejada,Test Automation Engineer," 
Cairo, Egypt",Engineering - Telecom/Technology
Ejada,Test Lead," 
Cairo, Egypt",IT/Software Development
Ejada,Test Lead," 
Cairo, Egypt",Quality
Ejada,Test Lead," 
Cairo, Egypt",Engineering - Telecom/Technology
Ejada,Senior Software Test Engineer," 
Cairo, Egypt",IT/Software Development
Ejada,Senior Software Test Engineer," 
Cairo, Egypt",Quality
Ejada,Junior Testing Engineer," 
Cairo, Egypt",IT/Software Development
Ejada,Junior Testing Engineer," 
Cairo, Egypt",Quality
Ejada,Junior Testing Engineer," 
Cairo, Egypt",Engineering - Telecom/Technology
Ejada,Test Manager," 
Heliopolis, Cairo",IT/Software Development
Ejada,Test Manager," 
Heliopolis, Cairo",Quality
Ejada,Test Manager," 
Heliopolis, Cairo",Engineering - Telecom/Technology
Asass,SAP Business One Consultant," 
Heliopolis, Cairo",Engineering - Construction/Civil/Architecture
Asass,SAP Business One Consultant," 
Heliopolis, Cairo",IT/Software Development
Asass,SAP Business One Consultant," 
Heliopolis, Cairo",Engineering - Telecom/Technology
PSH,Cyber Security Engineer," 
Maadi, Cairo",Installation/Maintenance/Repair
PSH,Cyber Security Engineer," 
Maadi, Cairo",IT/Software Development
PSH,Cyber Security Engineer," 
Maadi, Cairo",Engineering - Telecom/Technology
Confidential Company,Web Developer,"Cairo, Egypt",Creative/Design/Art
Confidential Company,Web Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Web Developer,"Cairo, Egypt",Engineering - Telecom/Technology
Techno Management,Application Support Engineer in New Capital," 
New Capital, Cairo",Installation/Maintenance/Repair
Techno Management,Application Support Engineer in New Capital," 
New Capital, Cairo",IT/Software Development
egabi solutions,Sr. DBA Admin," 
Sheraton, Cairo",IT/Software Development
Kick Start Interactive,PHP Developer (Hybrid)," 
Dokki, Giza",IT/Software Development
Confidential Company,System Administrator,"Cairo, Egypt",IT/Software Development
Spatium Software,Mobile Application Developer - Flutter," 
Assuit, Assiut",IT/Software Development
Spatium Software,Mobile Application Developer - Flutter," 
Assuit, Assiut",Engineering - Telecom/Technology
El Khamis Hydraulic Company,Technical Office Engineer," 
Cairo, Egypt",Engineering - Mechanical/Electrical
Spatium Software,Full Stack developer - .NET Core & Angular," 
Assuit, Assiut",IT/Software Development
Spatium Software,Full Stack developer - .NET Core & Angular," 
Assuit, Assiut",Engineering - Telecom/Technology
Finiex Soft,Front End Developer (Angular) Hybrid," 
Fleming, Alexandria",IT/Software Development
Finiex Soft,Front End Developer (Angular) Hybrid," 
Fleming, Alexandria",Engineering - Telecom/Technology
Finiex Soft,Backend Developer (.net) Hybrid," 
Fleming, Alexandria",IT/Software Development
Delivery-tech,Customer Support & Sales Professional (Spanish Speakers)," 
Alexandria, Egypt",Business Development
Delivery-tech,Customer Support & Sales Professional (Spanish Speakers)," 
Alexandria, Egypt",Customer Service/Support
Delivery-tech,Customer Support & Sales Professional (Spanish Speakers)," 
Alexandria, Egypt",Sales/Retail
Tech 101,Wordpress Developer," 
Cairo, Egypt",IT/Software Development
Orient,Senior IT Specialist," 
Shubra Alkhaymah, Qalubia",Installation/Maintenance/Repair
Orient,Senior IT Specialist," 
Shubra Alkhaymah, Qalubia",IT/Software Development
Orient,Senior IT Specialist," 
Shubra Alkhaymah, Qalubia",Engineering - Mechanical/Electrical
Confidential Company,IT Service Desk Manager,"Cairo, Egypt",IT/Software Development
eVision,Head of Data & Analytics," 
New Cairo, Cairo",IT/Software Development
Confidential Company,Search Engine Optimization Specialist,"Cairo, Egypt",IT/Software Development
Confidential Company,iOS Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Backend Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Angular Front-End Developer,"Cairo, Egypt",Creative/Design/Art
Confidential Company,Angular Front-End Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Compliance Analyst,"Cairo, Egypt",IT/Software Development
Confidential Company,Compliance Analyst,"Cairo, Egypt",Analyst/Research
Vzadi.com,Network Support Engineer," 
Giza, Egypt",Installation/Maintenance/Repair
Vzadi.com,Network Support Engineer," 
Giza, Egypt",IT/Software Development
Vzadi.com,Network Support Engineer," 
Giza, Egypt",Engineering - Telecom/Technology
Bright Vision,Mobile Developer (React Native)," 
Giza, Giza",IT/Software Development
Bright Vision,Mobile Developer (React Native)," 
Giza, Giza",Engineering - Telecom/Technology
Bright Vision,Frontend Developer," 
Giza, Giza",IT/Software Development
Bright Vision,Frontend Developer," 
Giza, Giza",Engineering - Telecom/Technology
Bright Vision,Backend Developer," 
Giza, Giza",IT/Software Development
Bright Vision,Backend Developer," 
Giza, Giza",Engineering - Telecom/Technology
El Teriak Industrial Group,Senior IT Engineer," 
Cairo, Egypt",IT/Software Development
El Teriak Industrial Group,Senior IT Engineer," 
Cairo, Egypt",Engineering - Mechanical/Electrical
El Teriak Industrial Group,SAP Business Analyst," 
Cairo, Egypt",Accounting/Finance
El Teriak Industrial Group,SAP Business Analyst," 
Cairo, Egypt",IT/Software Development
El Teriak Industrial Group,SAP Business Analyst," 
Cairo, Egypt",Analyst/Research
Nahdet Misr Publishing Group,Service Desk Engineer," 
Mohandessin, Giza",Installation/Maintenance/Repair
Nahdet Misr Publishing Group,Service Desk Engineer," 
Mohandessin, Giza",IT/Software Development
Nahdet Misr Publishing Group,Service Desk Engineer," 
Mohandessin, Giza",Engineering - Telecom/Technology
Efada Technology,Infrastructure Architect," 
Cairo, Egypt",IT/Software Development
Confidential Company,Sandblasting Coating Supervisor,"Cairo, Egypt",IT/Software Development
Confidential Company,Sandblasting Coating Supervisor,"Cairo, Egypt",Operations/Management
Confidential Company,Senior Planning Engineer,"Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,Senior Planning Engineer,"Cairo, Egypt",Engineering - Mechanical/Electrical
Confidential Company,Information Security Engineer,"Cairo, Egypt",IT/Software Development
Confidential Company,Information Security Engineer,"Cairo, Egypt",Engineering - Telecom/Technology
iono tech,Software Developer (Middle/Senior) for System Integrator and Microservices," 
Heliopolis, Cairo",IT/Software Development
Khodar.com,Chief Financial Officer (CFO)," 
Obour City, Cairo",Accounting/Finance
Confidential Company,Senior Flutter Software Developer,"Cairo, Egypt",Business Development
